customer_id,age,employment_type,employment_months,monthly_income,monthly_expenses,existing_debt,credit_history_months,income_stability,repayment_history,late_payment_count,transaction_count,avg_transaction,cashflow_volatility,digital_payment_ratio,account_age_months,suspicious_transaction_count,connected_accounts,device_fingerprint,loan_amount,loan_term,p_default,default,risk_band,fraud_flag
223,59,small_business_owner,27,91969.36830069745,41109.56032082182,672080.8754187424,77,0.6736405993673731,0.7279923020803528,0,84,2936.3971657729876,0.4540064889107198,0.8203145616981873,77,1,0,device_223,596703.1326499074,12,0.108006,0,LOW,False
224,23,informal_worker,24,25700.783989662632,11446.974296556416,138920.4918864025,7,0.43523317718547583,0.5,0,32,2146.307680604328,0.500207162568757,0.3098959349698236,56,2,0,device_224,137361.15343056672,18,0.82798,1,HIGH,False
225,29,salaried,28,138547.52325941005,65198.117618692966,0.0,60,0.9720612817144246,0.8913256260042322,1,80,4889.858821401972,0.0,0.7957992431023038,60,0,5,device_225,982015.3388032917,12,0.024022,0,LOW,False
226,37,freelancer,34,108359.17890924195,51829.131591373785,736972.4105624299,45,0.5024898442707283,0.6729340842907567,1,30,10365.826318274758,0.5431113739401846,0.5502532859913776,45,1,4,device_226,771324.8959093458,18,0.630053,0,HIGH,False
227,37,small_shop_owner,82,78619.36879822618,62840.64863273824,0.0,89,0.6588387913990633,0.7876912712833548,0,34,11089.526229306748,0.374823579263671,0.08501470214123169,89,0,1,device_227,436624.0112200229,18,0.115457,0,LOW,False
228,23,online_seller,6,92762.48385032036,70862.87715035166,0.0,18,0.5979429707254161,0.44685408892719747,0,99,4294.71982729404,0.30172529023841543,1.0,32,1,3,device_228,623165.1201749858,6,0.542681,0,HIGH,False
229,50,driver,37,37260.42447870677,16776.50680044732,0.0,41,0.5691218537681193,0.8012572259217676,0,100,1006.5904080268392,0.4862657782597639,0.53003853369831,41,1,5,device_229,279763.0655108191,36,0.344076,1,MEDIUM,False
230,34,small_business_owner,61,80232.75457615883,33980.21016693202,517395.42713768984,78,0.7502557393840656,0.5413144574377451,0,65,3136.6347846398785,0.39052014114135414,0.784398739697312,78,0,0,device_230,180481.75107457518,36,0.068664,0,LOW,False
231,23,informal_worker,34,18822.80013217799,13026.98692903244,144894.38292492132,11,0.19817700295768303,0.5,4,87,898.4128916574097,0.9483890138768518,0.15984337594287884,37,0,4,device_231,177252.49527642003,36,0.99233,1,HIGH,False
232,41,salaried,94,119352.05475049303,83293.56923911307,0.0,26,0.9842904501821231,0.8023038617969868,0,80,6247.01769293348,0.04997426973735721,0.9236953578848324,26,0,1,device_232,441240.8849802044,24,0.096018,0,LOW,False
233,30,freelancer,53,111702.80806209196,68004.55279847013,0.0,7,0.6419420760220341,0.5,1,28,14572.404171100741,0.4989028084026015,0.3691188123756505,25,1,1,device_233,873514.5353441081,12,0.49897,0,HIGH,False
234,34,small_shop_owner,86,63541.17393831776,34549.59919928501,294486.99498826807,54,0.5969773061248557,0.7545478060778693,2,65,3189.1937722416933,0.35868570592243165,0.5644213549533009,54,0,3,device_234,362998.32824352634,18,0.310027,0,MEDIUM,False
235,25,online_seller,46,40545.69302030391,28791.224993144737,0.0,32,0.5545455993387519,0.7017072627756977,0,81,2132.683332825536,0.391246320941798,0.7578470496541236,43,0,2,device_235,137086.90910336605,12,0.269724,1,MEDIUM,False
236,24,driver,51,35784.44367126939,26213.70993414296,151440.5722095502,32,0.6566411482053688,0.6648132349831252,0,45,3495.1613245523945,0.25786037370379306,0.5727384767229284,32,0,2,device_236,235482.58814942444,12,0.508359,1,HIGH,False
237,40,small_business_owner,63,133207.92860880157,98160.50953648005,0.0,89,0.7430151491640121,0.4510672883937903,1,89,6617.562440661576,0.11053161400462899,0.4459154104968511,89,1,2,device_237,499419.10678911343,18,0.045952,0,LOW,False
238,30,informal_worker,19,34755.82448552292,17175.983271481964,0.0,11,0.03763122719794193,0.5,2,26,3963.688447265069,1.0,0.0,58,8,9,device_38,163834.83209025353,18,0.96123,1,HIGH,True
239,50,salaried,71,104451.87688389592,73975.29692405835,0.0,79,0.7105719734080225,0.8791173177636915,0,76,5840.155020320396,0.24286934863311752,0.6471589511462607,79,0,3,device_239,1125392.8062968582,24,0.013997,0,LOW,False
240,27,freelancer,37,64025.57352984126,33255.96489163422,0.0,50,0.6395701863559553,0.497583595668745,4,86,2320.1835970907596,0.29086190169237636,0.5994167795982971,50,0,3,device_240,450201.48714339075,6,0.201451,0,MEDIUM,False
241,33,small_shop_owner,67,82612.7869444986,45143.11840654428,0.0,89,0.6716789471540855,0.6851034438798832,0,43,6299.039777657341,0.36163530605342553,0.07626255058781095,89,0,2,device_241,729699.4276822871,18,0.041288,0,LOW,False
242,22,online_seller,23,47526.36192928762,33643.914791169715,301537.8201045317,45,0.4577628634046241,0.40807901785169837,2,77,2621.603749961276,0.5804061900433374,0.8919937733357234,45,0,2,device_242,511547.4631844583,24,0.724785,1,HIGH,False
243,36,driver,28,54703.40405015653,39854.14612241508,135358.9270451497,31,0.6357519812362097,0.7062421967871064,4,65,3678.8442574536994,0.40735346802375544,0.584408149223869,42,1,2,device_243,225016.86912717856,24,0.682225,1,HIGH,False
244,55,small_business_owner,31,77272.31793856574,43191.3976034292,0.0,33,0.5836218324085809,0.9046499548055397,1,71,3649.9772622616224,0.524939107888825,0.4038499652422591,33,0,4,device_244,404233.2906790439,36,0.178019,1,LOW,False
245,28,informal_worker,2,31479.542468275176,19041.174655112445,0.0,4,0.2101573351956052,0.5,0,76,1503.2506306667722,0.8707544136429548,0.17605809987189913,5,1,3,device_245,146386.57944760783,12,0.934823,1,HIGH,False
246,49,salaried,106,89336.72425013984,58909.07545023363,0.0,70,0.821658363732082,0.6267925998933004,0,92,3841.8962250152363,0.028452108306903756,0.7488410578341478,70,0,0,device_246,422508.93551447295,36,0.012797,0,LOW,False
247,36,freelancer,29,57206.064652506735,33493.11158617005,0.0,29,0.5826800081353994,0.5701397347496406,3,29,6929.609293690356,0.516815551621267,0.6483689980639652,39,2,0,device_247,445780.6591108052,12,0.482693,0,HIGH,False
248,53,small_shop_owner,52,53718.94551595132,28073.099282734533,118691.72814333715,95,0.7272978004582379,0.6837306587899818,0,34,4954.076344011976,0.3369174947716884,0.46688925225076805,95,1,2,device_248,350828.8286522505,12,0.047381,0,LOW,False
249,32,online_seller,38,63013.666977725195,43530.23791422974,449108.5628734272,10,0.25739951034644537,0.5,2,53,4927.951461988272,0.8714070966797731,0.8557174939319009,48,2,1,device_249,210395.7462511028,24,0.925192,1,HIGH,False
250,41,driver,24,39976.299211273654,21529.743574860116,0.0,47,0.5648755002694216,0.6204695188533259,1,82,1575.3470908434233,0.6241703990580236,0.6613907438852938,47,0,1,device_250,297050.56529664283,6,0.216108,0,MEDIUM,False
251,32,small_business_owner,81,60524.014922781476,43680.83118074353,0.0,46,0.5631778327421586,0.7960498854024265,1,76,3448.4866721639632,0.15558746790723926,0.449589298177712,46,1,0,device_251,200458.53984860866,18,0.146465,0,LOW,False
252,22,informal_worker,36,21769.139568910774,11197.391874550342,52888.642969262626,17,0.34662620175350584,0.6612703410706283,0,58,1158.3508835741734,0.5355948214764071,0.2469854791062076,57,0,3,device_252,258930.83337778953,12,0.754663,0,HIGH,False
253,54,salaried,113,105149.56578589347,80837.48607897652,530368.5085736834,105,0.8449234329192882,0.7605405310516864,0,66,7348.862370816048,0.19776061508285436,0.6827905898786628,105,0,0,device_253,679877.2718636971,12,0.022566,0,LOW,False
254,28,freelancer,56,74448.79219846672,37988.70031791506,441700.8285113447,14,0.3552679203680171,0.4818887558634708,3,83,2746.171107319161,0.6344988698886502,0.6830811587470675,14,0,0,device_254,353058.37501456495,18,0.894187,1,HIGH,False
255,51,small_shop_owner,71,44979.99504157924,26614.00212361325,317374.14208606555,82,0.5372524709776689,0.7984499964138404,0,31,5151.097185215467,0.33443274876196505,0.17493693966692375,82,0,3,device_255,396258.7330542657,18,0.222626,0,MEDIUM,False
256,35,online_seller,36,59961.97271071804,29654.158476179004,0.0,29,0.5387329808177962,0.7310778665730671,0,93,1913.1715145921937,0.5337994254968663,0.9863020997711355,29,0,1,device_256,368158.9429975009,12,0.293241,0,MEDIUM,False
257,42,driver,10,45776.46169612879,30803.708347207386,0.0,31,0.4940561382542879,0.8404664306734225,0,86,2149.095931200515,0.23138247524797434,0.4140289075789928,31,1,1,device_257,272297.1134000155,12,0.242248,1,MEDIUM,False
258,54,small_business_owner,94,148387.31929608207,105380.19005792476,0.0,105,0.6812723799013717,0.8829423028622285,0,36,17563.365009654128,0.40871020331145663,0.7219886518079459,105,1,2,device_258,699556.3138288407,36,0.016395,0,LOW,False
259,21,informal_worker,8,18458.12303417235,9139.4586736645,85925.6180130038,16,0.17392033209202212,0.7377622462528227,1,41,1337.4817571216342,0.911518133975815,0.05195303663058923,16,1,1,device_259,147081.21559354092,18,0.959622,1,HIGH,False
260,32,salaried,68,137386.50511789805,60947.638061430174,0.0,90,0.9771704332981882,0.9834177943194082,0,30,12189.527612286034,0.0,0.857250871649036,90,0,1,device_260,1495847.4603601512,12,0.002908,0,LOW,False
261,39,freelancer,23,63079.40825135582,47394.912144971415,0.0,14,0.587579872879882,0.4958889507862647,1,98,2901.72931499825,0.10137132060818421,0.8599580389506569,37,0,4,device_261,706741.9883885975,6,0.439304,1,MEDIUM,False
262,38,small_shop_owner,87,43852.10829698302,32972.8642901201,212520.15659346464,86,0.7151211615872395,0.4331810550159353,2,99,1998.3554115224304,0.2462104741639322,0.39738491545764865,86,1,3,device_262,464105.5747191998,36,0.191441,0,LOW,False
263,38,online_seller,5,98867.43501621245,71211.12165814522,550798.9671703827,4,0.4797023671796941,0.5,3,93,4594.265913428723,0.38873127729286266,0.6079042251465275,19,1,2,device_263,554550.2048591145,12,0.93232,1,HIGH,False
264,35,driver,45,30567.51141896258,15206.68589469423,104355.88632488002,43,0.47966657324650624,0.5777853527820744,2,100,912.4011536816538,0.5002144504040188,0.8555691845439719,43,0,2,device_264,309306.9932752658,18,0.338496,0,MEDIUM,False
265,39,small_business_owner,85,83590.15875384495,38806.65679986289,0.0,55,0.7714343272405647,0.7652609809366974,1,71,3279.435785903906,0.2381352105190609,0.42187101360192397,55,1,1,device_265,307937.4921354014,24,0.067776,0,LOW,False
266,21,informal_worker,11,33456.90151605876,22254.563322393067,0.0,14,0.1681290521291349,0.5469648361013177,3,79,1690.2199991690939,0.9498047288427858,0.28390551009610376,16,0,2,device_266,236387.99065038358,18,0.951299,1,HIGH,False
267,35,salaried,115,99370.01404499252,73133.71071289408,0.0,64,0.7965184532736148,0.7649160039506404,0,64,6856.285379333821,0.28198763855138376,0.60568843048926,64,0,0,device_267,1045016.6304940949,12,0.037496,0,LOW,False
268,38,freelancer,41,89199.02103597161,67638.93396838123,0.0,12,0.6936180050915349,0.5,0,79,5137.134225446675,0.30124770907396814,0.7921809683884358,12,0,1,device_268,533366.0513921338,18,0.419579,0,MEDIUM,False
269,37,small_shop_owner,24,47630.878493176955,22083.918628380532,375401.2328270045,18,0.7935181014058124,0.8732034680556787,1,69,1920.3407502939592,0.13965489806365783,0.4385175672270786,58,0,0,device_269,175576.35455104747,36,0.391912,1,MEDIUM,False
270,25,online_seller,23,40143.99098008379,24294.411925841316,0.0,39,0.45917081526819226,0.7682549984488973,0,44,3312.874353523816,0.6538262241425634,0.7755272426688706,51,0,2,device_270,140307.9611749342,12,0.172041,0,LOW,False
271,38,driver,35,31106.17503162011,17627.26000263272,0.0,34,0.5203980670002648,0.7967152994898489,0,83,1274.2597592264617,0.3686782196394345,0.500115522778246,34,0,2,device_271,371663.78764058626,6,0.216079,0,MEDIUM,False
272,46,small_business_owner,82,146519.33512304147,109117.3502742379,788206.1544472362,54,0.7673994169363282,0.9275857546817404,0,65,10072.370794545037,0.27455031029464333,0.6584939916296622,54,0,2,device_272,1396869.3544320953,6,0.194792,1,LOW,False
273,48,informal_worker,19,42791.749024936726,30240.10037254388,99390.18130435239,17,0.42929742512636193,0.5081523367133134,2,33,5498.200067735251,0.4116376050466962,0.0,30,2,1,device_273,290022.0441214842,12,0.945611,1,HIGH,False
274,48,salaried,70,63589.70424418296,46872.512213143506,0.0,75,0.7379271456824483,0.7974709017226591,0,71,3961.057370124803,0.1577378359558202,0.6860547617979298,75,0,3,device_274,428552.7735417121,36,0.031064,0,LOW,False
275,33,freelancer,41,40298.04064620966,25621.98740281451,190665.42761062627,24,0.6716676200923307,0.7634901887055743,0,84,1830.1419573438936,0.36593973307724925,0.47876436674939743,31,0,1,device_275,214310.06788802447,36,0.489321,0,HIGH,False
276,35,small_shop_owner,28,81046.56181739102,38072.16438255109,0.0,24,0.7003040729948726,0.7868621192725371,1,63,3625.9204173858184,0.30698275078797643,0.40516112439782914,38,1,1,device_276,592024.9723308499,18,0.188307,0,LOW,False
277,26,online_seller,41,72589.1722580751,32589.891676757783,0.0,35,0.46876115828654036,0.37175572632052994,2,25,7821.574002421868,0.5382347006545971,1.0,35,0,1,device_277,159492.162752121,6,0.333822,0,MEDIUM,False
278,32,driver,57,27553.64694060475,15994.213629006392,0.0,33,0.48289939953179895,0.503705482389656,1,39,2460.648250616368,0.5680253989095095,0.5120863464198363,41,0,0,device_278,209645.1115136242,36,0.266167,1,MEDIUM,False
279,59,small_business_owner,102,122077.05722290228,55551.64270534736,247412.8575828706,64,0.8250826380435621,0.7286508776533399,0,98,3401.1209819600426,0.1561178681481158,0.564755100975323,64,1,0,device_279,778377.8326149954,18,0.054011,0,LOW,False
280,50,informal_worker,33,23798.204802253334,12006.653161874701,0.0,17,0.37847834786821377,0.22335486180082442,1,92,783.0425975135674,0.758839143920651,0.23951378924782396,22,0,4,device_280,149127.88008060333,24,0.885238,1,HIGH,False
281,36,salaried,66,112656.18804835685,84972.63860657818,474373.71530870657,110,0.9062643523050261,0.9142522697689923,0,73,6984.052488211906,0.017674352393925813,0.7503223620641529,110,2,3,device_281,1049272.8767201256,18,0.013927,0,LOW,False
282,45,freelancer,50,118892.90591645017,57055.445142830504,317886.0287650162,46,0.5436111041633107,0.7810089504074845,0,80,4279.158385712288,0.5580212160907592,1.0,46,1,3,device_282,347831.82378433115,36,0.340426,0,MEDIUM,False
283,31,small_shop_owner,86,74927.88650943509,30338.505107418594,434085.5110360681,73,0.5697145850991413,0.8543276144826736,0,100,1820.3103064451154,0.5055610916197694,0.4165270866672037,73,0,1,device_283,837650.6888567234,36,0.135115,0,LOW,False
284,32,online_seller,12,36053.89373717691,26879.258680603387,81010.18608415796,46,0.5585553536196924,0.7092054499982462,1,93,1734.1457213292508,0.41794957600285065,0.6795501836894543,47,0,1,device_284,351743.0103296829,6,0.486734,0,HIGH,False
285,36,driver,26,54029.99960571213,28953.244463558636,121785.60220974336,29,0.6644915724166893,0.7186363365449878,2,46,3776.5101474206917,0.4365865659838842,0.6080742668674545,29,1,5,device_285,550608.2938178101,36,0.44965,1,MEDIUM,False
286,59,small_business_owner,84,71327.90195225408,53766.91965488089,0.0,118,0.6116482131829366,0.7109854120009477,0,37,8718.95994403474,0.4024058863088674,1.0,118,0,2,device_286,657343.1397858084,12,0.019092,0,LOW,False
287,48,informal_worker,34,21573.500222539034,15389.788493407357,0.0,12,0.14932077524453136,0.5,0,42,2198.541213343908,0.7019321054173928,0.2358738026865858,32,0,1,device_287,243819.80091284905,36,0.867544,1,HIGH,False
288,36,salaried,110,148053.32000002288,84907.68914183087,0.0,116,0.6095957044719765,0.5986272144565057,0,53,9612.191223603493,0.3242886226666593,0.4731181688059764,116,0,1,device_288,1375934.1881866278,24,0.003907,0,LOW,False
289,29,freelancer,23,58120.44655449405,29470.524222367258,386397.25702540996,41,0.658991369112079,0.44672259207405707,0,58,3048.674919555234,0.2512665588107777,0.8008407783693102,52,0,3,device_289,658197.8133413657,18,0.457539,0,HIGH,False
290,59,small_shop_owner,52,79956.42455790672,51204.11190722226,0.0,73,0.768594128372319,0.7991838339504084,1,55,5585.903117151519,0.13316034576092184,0.2449546501721633,73,1,0,device_290,809059.9589812896,6,0.082968,0,LOW,False
291,37,online_seller,27,97237.13247332933,71047.23416617543,0.0,28,0.5804077500665441,0.6208488495170801,2,38,11217.984342027701,0.47224797498281335,0.9838196778213473,28,0,1,device_291,256252.27099333666,6,0.552226,1,HIGH,False
292,44,driver,11,28717.610693175237,12121.154774335399,0.0,25,0.7070848049413743,0.7580796737336489,0,52,1398.5947816540845,0.28487535566803834,0.4497624138318144,50,1,1,device_292,117626.31344355634,24,0.148513,0,LOW,False
293,56,small_business_owner,92,199829.48605875243,79956.92654985485,0.0,58,0.6760550133612935,0.8005446279351955,1,54,8884.102949983871,0.33770744715943607,0.8885440830634077,58,0,2,device_293,2119051.118307706,6,0.039405,0,LOW,False
294,55,informal_worker,16,24187.786828105407,12141.310220629353,73221.98553762329,7,0.3368530035098906,0.5,1,87,837.3317393537485,0.6618358533904423,0.15250657924072136,17,0,2,device_294,178309.25741279926,12,0.930505,1,HIGH,False
295,38,salaried,66,69914.4536447991,32888.97046918106,0.0,115,0.6997777345384106,0.5245410408310563,1,37,5333.346562569902,0.21736685011822912,0.7930965903863989,115,1,3,device_295,728111.3888101582,36,0.00426,0,LOW,False
296,27,freelancer,32,107168.92716313715,55636.74179123484,0.0,47,0.5505948036410885,0.7633143210296547,1,80,4172.755634342613,0.5781222206097203,0.6697455818537439,47,0,4,device_296,283299.9681635444,12,0.283317,1,MEDIUM,False
297,46,small_shop_owner,53,71414.85475413565,37214.41959274314,0.0,48,0.6451851130636005,0.6502398330732607,1,31,7202.790888918027,0.3863490887150573,0.23701974606485623,48,0,1,device_297,281447.15117447014,36,0.165168,1,LOW,False
298,21,online_seller,14,31312.54107153954,23330.683938141447,0.0,29,0.549307894458066,0.5850715831456696,3,42,3332.954848305921,0.4307251256246483,0.7694479473513851,29,2,2,device_298,196245.02590009818,24,0.635715,1,HIGH,False
299,27,driver,53,25330.25046696777,16551.837224677656,0.0,21,0.47242215478134925,0.4900177718681324,1,21,4729.096349907902,0.4978633714956366,0.4782584292987708,22,0,1,device_299,202122.8635756889,36,0.438508,0,MEDIUM,False
300,59,small_business_owner,66,57068.73748933586,29376.562323573584,0.0,60,0.5817212597239982,0.5237478359010656,2,89,1980.4424038364214,0.3196912427767472,0.4916816594657114,60,1,0,device_300,460941.6299831766,24,0.106173,0,LOW,False
301,26,informal_worker,33,16769.273111698836,9533.489801330055,51626.39141801404,14,0.37079530144354844,0.561249633500925,0,34,1682.380553175892,0.53466643062047,0.12298220194263366,24,0,3,device_301,137963.15995058927,12,0.922661,1,HIGH,False
302,45,salaried,56,67313.82245527703,31845.568467199086,491410.22922040307,115,0.8011231993217819,0.9147561282103994,0,63,3032.911282590389,0.11827005338306162,0.8773298883953158,115,0,2,device_302,490291.8848603089,18,0.009555,0,LOW,False
303,28,freelancer,17,95683.27691392743,72408.82508280911,0.0,45,0.5447859238589289,0.8158260793820242,0,71,6119.05564080077,0.3339930737663945,0.7698854564843478,55,1,4,device_303,357194.0544751579,24,0.201492,0,MEDIUM,False
304,33,small_shop_owner,63,35835.45575751025,17133.321003701945,237086.6498784599,24,0.7172633930327413,0.6694211786484996,2,37,2778.3763789786935,0.5316620238695945,0.4671131066803568,33,1,1,device_304,94348.88996455247,18,0.567936,1,HIGH,False
305,20,online_seller,19,59018.36168632232,43421.073386895725,138441.7806849588,27,0.5087678686719546,0.7101506843471601,1,54,4824.563709655081,0.5299817161094915,0.9735552899102824,27,1,0,device_305,568575.2560534889,18,0.565685,1,HIGH,False
306,40,driver,6,56108.57690533819,42228.73340073796,0.0,19,0.4808960631003372,0.6625267852157678,0,50,5067.448008088555,0.5002816847704697,0.44256713273331033,19,1,5,device_306,471503.16367042763,6,0.578109,0,HIGH,False
307,35,small_business_owner,75,152009.12831451418,71939.25305854317,0.0,111,0.8105596237453222,0.5890773834227998,1,59,7315.8562432416775,0.1925977884828161,0.670902463835792,111,1,1,device_307,384828.0903847698,6,0.011847,0,LOW,False
308,36,informal_worker,24,37339.37892604602,21955.40444035011,167271.26920623946,19,0.41701650558968795,0.5222180200360909,2,37,3560.3358551919096,0.6275972771342907,0.37262596237280876,33,0,3,device_308,446402.0501600179,12,0.92968,1,HIGH,False
309,44,salaried,71,137945.28436654524,95875.62328625364,0.0,77,0.7484838709843191,0.9102747364311664,1,80,7190.671746469023,0.23426393041728247,0.45752982365204525,77,1,3,device_309,846889.9786053097,36,0.03263,0,LOW,False
310,28,freelancer,54,85148.26455592993,58817.03915656782,0.0,21,0.5276594724803059,0.6730851686933806,1,96,3676.064947285489,0.4215284282781254,0.503129824186648,58,0,2,device_310,468940.4022296942,6,0.35787,0,MEDIUM,False
311,51,small_shop_owner,21,81503.59658330251,38273.68336328993,342095.2504154446,84,0.44192931161244053,0.5522676193687096,2,90,2551.5788908859954,0.7781810022630188,0.43730833904785293,84,0,0,device_311,875341.7722601102,36,0.143241,0,LOW,False
312,37,online_seller,12,43890.75356425836,23399.47503047544,0.0,13,0.5524369607872487,0.6283231446028263,1,86,1632.5215137541004,0.1343725573383332,0.9574268563297718,31,2,1,device_312,448027.7608119101,6,0.404781,0,MEDIUM,False
313,44,driver,43,44405.74586987846,28448.778558170776,96982.23205338143,34,0.6020100850886091,0.7805196918770583,2,85,2008.1490746944078,0.5350643656588887,0.5563571843044189,34,0,0,device_313,157626.62901500743,6,0.464976,0,HIGH,False
314,46,small_business_owner,77,141107.81801442459,96658.66401818095,0.0,82,0.791883463107053,0.7224572902753764,2,91,6373.0987264734695,0.19513451972569162,0.6582205384962269,82,1,4,device_314,1378838.9233561894,18,0.02143,0,LOW,False
315,43,informal_worker,17,30875.286577135856,22640.78637564137,0.0,0,0.22851560695039128,0.5,0,94,1445.1565771685982,0.7847363316324145,0.1269326284403559,7,0,3,device_315,103024.81789868504,6,0.958151,1,HIGH,False
316,47,salaried,32,107610.95400662109,54414.15312262536,0.0,93,0.864011210544708,0.8630287118199247,0,28,11660.175669134005,0.08420878918549499,0.7416094508909366,93,1,1,device_316,1096985.5347660442,6,0.006384,0,LOW,False
317,27,freelancer,55,43674.959768537825,21798.686290265337,0.0,14,0.6849919402845572,0.7415976643405298,0,73,1791.6728457752333,0.35604492998259657,0.6794986921476979,26,1,1,device_317,443788.08017499134,24,0.269207,1,MEDIUM,False
318,52,small_shop_owner,60,38138.240431257866,20874.90613885283,0.0,22,0.5286760775956094,0.647482357434395,0,89,1407.29704306873,0.4985791847015373,0.359645427360901,22,0,0,device_318,331061.2788991377,18,0.224898,1,MEDIUM,False
319,37,online_seller,28,40891.688995897166,21433.814840306102,252150.34344645822,36,0.323155330274949,0.8774423386666903,1,48,2679.226855038263,0.5957150362463761,0.873760517699424,56,2,2,device_319,354087.14634012565,6,0.591334,1,HIGH,False
320,31,driver,35,53958.743178242796,35981.73519386337,0.0,46,0.6879253131323227,0.8010869198682987,0,74,2917.4379886916245,0.3769312706642808,0.3318058604445846,46,2,4,device_320,353686.81563742406,24,0.237801,1,MEDIUM,False
321,37,small_business_owner,82,124800.17501432913,92559.16333674593,835788.4348742765,68,0.6655034641532996,0.6207484252284892,1,44,12621.704091374446,0.4455528098759771,0.5246812306589281,68,2,2,device_321,1345823.547998695,6,0.375586,0,MEDIUM,False
322,44,informal_worker,2,19550.56851349474,15044.62292287126,59491.59590724154,7,0.536986930242883,0.5,1,32,2820.8667980383616,0.6628419680912504,0.3780337016898621,41,6,9,device_22,205098.29838839418,6,0.970928,1,HIGH,True
323,46,salaried,114,63440.29007544667,39852.758445817846,434509.4528511476,30,0.8315739613395954,0.73518880487137,0,25,9564.662026996282,0.33916224002756,1.0,30,0,1,device_323,213457.64840321458,24,0.283473,1,MEDIUM,False
324,28,freelancer,54,41027.699884471534,29718.398294169714,210915.22909727527,55,0.6134722656349479,0.8233385427365677,0,84,2122.7427352978366,0.4110632292222937,0.8416591800110914,55,0,0,device_324,410431.6861898357,12,0.206708,0,MEDIUM,False
325,48,small_shop_owner,85,54174.45328477353,23107.661120056466,0.0,88,0.7512013870309975,0.9365106219827924,1,61,2272.884700333423,0.15762998533617884,0.5170811664244751,88,2,2,device_325,307555.8499901756,18,0.028233,0,LOW,False
326,36,online_seller,17,56785.88526698959,44339.55995328678,0.0,29,0.564524552759629,0.7291609118016582,1,27,9853.235545174839,0.39597572011055354,0.8153239251579469,38,1,0,device_326,294060.04742281395,36,0.40055,0,MEDIUM,False
327,27,driver,46,29082.607016046513,19092.031548436233,0.0,46,0.6681973570759054,0.7227263046554067,1,83,1380.146858923101,0.30040839744930936,0.4050721941891344,46,0,1,device_327,244343.7023491353,18,0.143781,0,LOW,False
328,51,small_business_owner,72,165995.00120140944,127379.49998628933,0.0,91,0.8036852351289075,0.6004593024242132,0,73,10469.547944078575,0.23741187577409362,0.3538898084569764,91,0,0,device_328,338540.09879736754,12,0.022708,0,LOW,False
329,29,informal_worker,35,31855.408411979068,20012.051953732727,234119.8797368673,15,0.11865327762049141,0.4661418365561554,2,48,2501.506494216591,0.816971160996278,0.32820096297369566,22,2,2,device_329,231848.8873532407,12,0.978385,1,HIGH,False
330,54,salaried,31,77857.87620853874,53549.35812700231,0.0,95,0.9408908581660457,0.901092995406584,0,73,4401.317106328957,0.14679223144035963,0.6699548626260976,95,0,2,device_330,513822.0706438545,36,0.012675,0,LOW,False
331,29,freelancer,22,79865.90592976724,37888.525389315015,0.0,19,0.6245388426979734,0.6561269024565701,0,30,7577.705077863003,0.28840796002908503,0.7733196366553715,31,1,2,device_331,585726.9708470397,18,0.294913,1,MEDIUM,False
332,40,small_shop_owner,18,58999.74210879103,28696.98248214219,0.0,46,0.519932445247322,0.7638823028203008,0,97,1775.0710813696198,0.39064035433732247,0.7077719133908437,46,0,3,device_332,325727.42506121914,6,0.079532,0,LOW,False
333,26,online_seller,40,76808.99209524516,48110.538432883135,0.0,45,0.7674440669294543,0.7284861508347598,0,81,3563.743587620973,0.3342581137123648,1.0,45,1,2,device_333,483429.90302354394,18,0.256689,0,MEDIUM,False
334,22,driver,19,57192.20953767958,25410.27313775496,0.0,15,0.5685303769755664,0.8168261994767706,0,35,4356.046823615136,0.3613470237612901,0.6158224785042545,50,1,1,device_334,130438.27910644104,24,0.290615,1,MEDIUM,False
335,52,small_business_owner,101,139057.8060509796,57591.599267649435,884809.6594075941,114,0.6682761167783919,0.6517155462004405,0,50,6910.991912117932,0.3487284360776716,0.7337846363260643,114,1,4,device_335,1569306.466384142,18,0.028213,0,LOW,False
336,42,informal_worker,30,18950.302561114728,13678.285598431497,0.0,17,0.41439642619713374,0.7524822314760694,1,59,1391.0120947557455,0.5214403298890646,0.07978418303672055,19,0,4,device_336,198210.50041027876,18,0.894949,1,HIGH,False
337,40,salaried,83,122267.3526575099,74900.9475599561,0.0,36,0.8587087696709222,0.7967324984666022,0,80,5617.5710669967075,0.3496123262349812,0.9489193605055026,51,0,2,device_337,737331.7818042807,18,0.036666,0,LOW,False
338,33,freelancer,26,77559.16253598881,42783.09436457246,354022.18667545065,32,0.41980464358521086,0.31261113967697923,3,48,5347.886795571558,0.5630352965772821,0.8782439629747033,50,1,5,device_338,542822.3579072079,12,0.648809,0,HIGH,False
339,54,small_shop_owner,49,62938.12138974792,33941.17489417193,367334.69141405245,31,0.8288529936920629,0.8879768076257879,0,49,4156.06223193942,0.27375420332329037,0.30679350879287337,31,5,10,device_39,299408.71725988423,36,0.539477,0,HIGH,True
340,35,online_seller,38,44114.794781791265,28692.631327557534,0.0,44,0.5348515591272083,0.5232240802785559,1,63,2732.6315550054796,0.3334842980069907,0.7444909729861973,44,0,1,device_340,319670.8710125457,24,0.346534,0,MEDIUM,False
341,42,driver,53,58677.4849466162,38705.94603330578,0.0,34,0.49762920033178104,0.8403127037599657,1,65,3572.8565569205334,0.5243147955302121,0.6889840103825589,34,0,3,device_341,510189.10655251,12,0.326558,1,MEDIUM,False
